doc_id,annotator,notes
GT-114,A2,"Listado de porcentajes sueltos, con erratas de digitalizacion abundantes, que obliga a releer. Las celdas citadas (27%, 35%, 38%) no traen denominador claro y se concluye que ocho factores influyen significativamente sin reportar un solo valor de chi cuadrado."
GT-114,gpt-oss-20b#r1,Conclusión afirma significancia (p<0:05) sin reportar p‑valor ni estadístico; se considera una inconsistencia leve.
GT-114,gpt-oss-20b#r2,"Resumen cumple con estructura IMRyD; carece de contextualización inicial; la conclusión afirma influencia sin detallar valores p específicos, lo que representa un detalle menor de consistencia metodológica. La narrativa incluye adjetivación coloquial y repeticiones."
GT-114,gpt-oss-20b#r3,Resumen afirma significancia pero no incluye el valor estadístico ni la estadística de chi-cuadrado. Se usa 'p<0:05' en vez de 'p<0.05'.
GT-114,mistral-7b#r1,No se sitúa el problema: no se dice por qué importa el grado de información sexual en estudiantes
GT-114,mistral-7b#r2,"Se puede observar que hay una derivación terminológica en la frase 'En el 61% de los estudiantes predomina grado de información sexual regular', ya que 'predominina' no es una forma técnica para referirse a una frecuencia estadística"
GT-114,qwen3-8b#r1,"El resumen presenta una secuencia lógica de los componentes IMRyD. Sin embargo, la coherencia organizacional se reduce debido a la falta de transiciones claras entre los resultados y las conclusiones. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar el grado de información sexual. La consistencia metodológica es moderada debido a que la conclusión menciona influencia significativa (p<0.05) sin que los resultados reflejen una prueba estadística específica."
GT-114,qwen3-8b#r2,"El resumen sigue la secuencia IMRyD correctamente. La coherencia es buena, pero hay un salto en la última frase que podría afectar la fluidez. La contextualización es baja porque el resumen comienza directamente con el objetivo sin explicar por qué es importante el tema. La consistencia metodológica es moderada, ya que la conclusión menciona influencia significativa (p<0.05) sin mencionar si los resultados respaldan esta afirmación."
GT-114,qwen3-8b#r3,"El resumen presenta una secuencia lógica y cumple con los componentes IMRyD. Sin embargo, la coherencia organizacional se reduce debido a la repetición de datos y falta de conexión entre las variables. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar este tema. La consistencia metodológica se reduce porque la conclusión menciona que los factores influyen significativamente (p<0.05), pero no se reporta el estadístico exacto ni el valor."
GT-115,A1,"NO EVALUABLE=1: sin metodologia de ninguna clase; D4 vacio conforme al manual. El texto es justificacion y objetivos: explica el valor teorico y practico del proyecto y anuncia que 'el resultado del proyecto mostrara' cuanto rinde el evangelismo radial. D2=2 por el parrafo inicial sobre la radio, desconectado del estudio, y por la redundancia 'se hace este proyecto es por dos razones: Valor teorico y practico'."
GT-115,A2,"Fragmento de proyecto centrado en la justificacion, con los objetivos al final y sin metodologia ni resultados. No evaluable=1 y D4 vacio."
GT-115,gpt-oss-20b#r1,"Resumen solo presenta objetivos; falta metodología, resultados y conclusiones. Contextualización mínima y flujo algo fragmentado."
GT-115,gpt-oss-20b#r2,"Resumen no incluye metodología ni resultados, por lo que la consistencia no puede evaluarse. La sección de coherencia es aceptable con un flujo lógico moderado."
GT-115,gpt-oss-20b#r3,"Resumen solo presenta objetivos sin metodología, resultados ni conclusión. Por ello la consistencia metodológica es no evaluable."
GT-115,mistral-7b#r1,"No se menciona ningún método, ni resultados concretos, ni conclusión que responda al objetivo"
GT-115,mistral-7b#r2,"El objetivo, metodología, resultados y conclusiones no están presentes. Sin embargo, el texto cumple con la función de comunicar la función de la radio en el evangelismo"
GT-115,mistral-7b#r3,"Objetivo no está presente, se refiere a la radio en lugar del evangelismo, no hay método ni resultados, no hay cierre interpretativo"
GT-115,qwen3-8b#r1,"El resumen no presenta una metodología detallada, resultados concretos ni conclusiones que respondan al objetivo. La coherencia es media debido a la falta de fluidez en la presentación de ideas. La contextualización es cero ya que no se explica por qué el estudio es relevante. La consistencia metodológica es baja debido a la ausencia de datos empíricos o resultados que respalden las afirmaciones."
GT-115,qwen3-8b#r2,"El resumen no describe claramente la metodología utilizada, los resultados obtenidos ni las conclusiones del estudio. La coherencia organizacional es baja debido a la falta de fluidez y a la repetición de ideas. La contextualización es nula ya que no explica por qué es importante el estudio. La consistencia metodológica es baja debido a la falta de coherencia entre lo que se dice que se hizo y lo que se presenta."
GT-115,qwen3-8b#r3,"El resumen no presenta una metodología detallada, resultados concretos ni conclusiones que respondan al objetivo. La coherencia es media debido a que el texto no presenta una progresión clara y tiene saltos temáticos. La contextualización es cero porque el resumen no explica por qué es importante el impacto evangelístico de la radio en el distrito misionero."
GT-116,A1,"D2=2: el bloque rotulado 'Resultado' presenta como 'procedimientos asociados a las enfermedades diarreicas' una lista de frecuencias de practicas de higiene que no son medidas de asociacion, lo que obliga a releer para entender que se esta informando. D4=2: 'todas las variables son significativas con una p<0,05' sin nombrar prueba ni reportar estadistico alguno, y la conclusion de asociacion no se apoya en nada de lo mostrado."
GT-116,A2,"Volcado de diez porcentajes de habitos seguido de 'todas las variables son significativas con una p<0,05', sin nombrar prueba ni medida de asociacion. Los datos de lavado de manos y los de enfermedad diarreica se presentan por separado, nunca cruzados, de modo que la asociacion afirmada no esta mostrada. La conclusion repite el titulo."
GT-116,gpt-oss-20b#r1,Resumen sin contextualización; resultados muy detallados con porcentajes; conclusión breve; flujo coherente; falta de detalle de pruebas estadísticas.
GT-116,gpt-oss-20b#r2,Falta contextualización del problema y la conclusión no responde directamente al objetivo de determinar los procedimientos.
GT-116,gpt-oss-20b#r3,"Objetivo, metodología y resultados están explícitos; la conclusión responde a la pregunta y es coherente con los hallazgos. Se observa un pequeño salto entre la descripción de los procedimientos de lavado y la prevalencia de enfermedades, lo que explica la puntuación de coherencia de 4. Falta contextualización del problema (por ejemplo, la importancia de la higiene o la prevalencia de diarrea en la población)."
GT-116,mistral-7b#r2,El procedimiento del lavado de manos social no está claro
GT-116,mistral-7b#r3,El procedimiento del lavado de manos social está asociado a las enfermedades diarreicas agudas en niños mayores a 10 años.
GT-116,qwen3-8b#r1,"El resumen sigue la estructura IMRyD y presenta los componentes en orden. La coherencia es buena, pero hay algunas repeticiones y adjetivaciones que reducen la puntuación. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar el lavado de manos en este contexto. La consistencia metodológica es 3 porque las conclusiones reflejan los resultados, pero no se menciona si las variables son significativas en términos de p-valores específicos."
GT-116,qwen3-8b#r2,"El resumen sigue la estructura IMRyD correctamente. La coherencia es buena, aunque podría mejorar en la transición entre la metodología y los resultados. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar el lavado de manos en relación con las enfermedades diarreicas agudas. La consistencia metodológica es 3 porque las conclusiones reflejan una asociación que se basa en los resultados, pero no se menciona si la asociación fue estadísticamente significativa."
GT-116,qwen3-8b#r3,"El resumen sigue la estructura IMRyD y presenta cada componente con claridad. La coherencia organizacional es buena, aunque podría mejorar en la transición entre los resultados y la conclusión. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar el lavado de manos en este contexto. La consistencia metodológica es 3 porque las conclusiones son consistentes con los resultados, pero la interpretación podría ser más clara."
GT-117,A1,"Metodo detallado=0: no informa periodo de medicion, numero de dias, instrumento de medida, ni caracteristicas de los paneles; solo 'enfoque descriptivo longitudinal'. D4=2: entrega una diferencia de eficiencia con tres decimales (37,519%) sin dispersion, sin numero de mediciones y sin contraste estadistico, y emplea irradiancia, irradiacion y eficiencia como si fueran intercambiables."
GT-117,A2,"Comparacion clara entre seguidor solar y sistema fijo con una diferencia de eficiencia cuantificada. No informa periodo de medicion, numero de dias ni instrumentacion; la cifra de 37,519% tiene precision espuria y 'significativamente mayor' se usa sin prueba estadistica."
GT-117,gpt-oss-20b#r1,D3_metodo_detallado=0 porque solo se menciona el diseño; D3_conclusion_responde=0 porque la conclusión no responde explícitamente al objetivo de comparar los sistemas; D2_coherencia=5 por flujo lógico y terminología consistente.
GT-117,gpt-oss-20b#r2,"La puntuación de método detallado es 0 por la ausencia de especificaciones concretas de instrumentación y tamaño muestral, aunque se menciona el enfoque longitudinal y la medición de irradiancia."
GT-117,mistral-7b#r2,"El resumen no menciona el instrumento utilizado para la medición de la irradiancia, por lo tanto, no se puede evaluar la dimensión D3_metodo_detallado"
GT-117,mistral-7b#r3,
GT-117,qwen3-8b#r1,"El resumen presenta una secuencia lógica y coherente, con una descripción clara de los métodos utilizados y los resultados obtenidos. La conclusión responde directamente al objetivo del estudio. La coherencia organizacional es buena, aunque podría mejorar en la precisión terminológica. La consistencia metodológica es alta, ya que los resultados y la metodología se alinean correctamente."
GT-117,qwen3-8b#r2,"El resumen cumple con la estructura IMRyD y presenta una coherencia organizacional adecuada. La metodología se describe con detalle, los resultados son concretos y las conclusiones responden al objetivo. La consistencia metodológica es buena, aunque se menciona 'superó consistentemente' sin especificar el criterio de evaluación."
GT-117,qwen3-8b#r3,"El resumen presenta una secuencia lógica de los componentes IMRyD. La coherencia es buena, aunque hay una ligera deriva terminológica en la frase 'peculiaridades mecánicas' que podría restar puntos. La contextualización se logra al mencionar la región Puno y el contexto energético global. Los resultados son concretos con porcentajes y diferencias promedio. La conclusión responde al objetivo al destacar la superioridad del sistema solar tracker."
GT-118,A1,"D4=1: el objetivo declara examinar la relacion entre la AGRESIVIDAD directiva y el trabajo colaborativo, mientras el titulo y la conclusion hablan de ASERTIVIDAD directiva; son constructos opuestos y el resumen nunca resuelve cual se midio. A ello se suma que el metodo esta redactado en futuro ('se seleccionaran instrumentos', 'se utilizara un cuestionario') junto a resultados ya obtenidos. Concretos=0: solo 'la probabilidad es .000', sin coeficiente."
GT-118,A2,"Contradiccion abierta: el proposito declara examinar la 'agresividad directiva' y el resultado y la conclusion hablan de 'asertividad directiva', constructos opuestos. El metodo esta redactado en futuro ('se seleccionaran instrumentos') pese a reportar resultados, y se afirma significancia sin nombrar la prueba."
GT-118,gpt-oss-20b#r1,Repetición del periodo 2018; falta de conclusión; posible error tipográfico en la probabilidad (es.000).
GT-118,gpt-oss-20b#r2,"Resultados no incluyen magnitud concreta (coeficiente, r, etc.) y p‑valor no se presenta con claridad; se menciona “es.000” sin número exacto. No se ofrece conclusión que responda al objetivo."
GT-118,gpt-oss-20b#r3,Resumen no presenta conclusión ni contextualización; resultados indican asociación significativa sin magnitud ni estadístico concreto.
GT-118,mistral-7b#r2,D3_contextualizacion: el resumen no sitúa el problema
GT-118,mistral-7b#r3,Este resumen es narrativo
GT-118,qwen3-8b#r1,"El resumen presenta los cuatro componentes canónicos en orden. La coherencia es 3 debido a que la frase final sobre la significatividad estadística no está claramente conectada con el resto del texto. La contextualización es 0 porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar la relación entre la asertividad directiva y el trabajo colaborativo. La consistencia metodológica es 2 porque la conclusión afirma que la prueba es estadísticamente significativa, pero no se explica claramente cómo los resultados respaldan esta afirmación."
GT-118,qwen3-8b#r2,"El resumen sigue la secuencia IMRyD correctamente. La coherencia es buena, pero podría mejorar con transiciones más fluidas. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar la relación entre la asertividad directiva y el trabajo colaborativo. El método detallado incluye el enfoque cuantitativo y la selección de la muestra. Los resultados son concretos, mencionando la significancia estadística. La conclusión responde al objetivo al indicar la relación entre las variables."
GT-118,qwen3-8b#r3,"El resumen presenta los cuatro componentes canónicos en orden y con claridad. La coherencia organizacional se califica en 3 debido a que el texto es bastante claro y coherente, aunque podría mejorar en la progresión temática y conexión entre las partes. La completitud de componentes se califica en 100% debido a que se incluyen los componentes necesarios y se presentan de manera clara. La consistencia metodológica se califica en 2 debido a que la conclusión afirma que la prueba es estadísticamente significativa, pero no se menciona el valor exacto del estadístico ni el nivel de significación."
GT-119,A1,"NO EVALUABLE=1: sin metodologia; D4 vacio conforme al manual. No informa trabajo de campo, informantes, fuentes historicas ni tecnica alguna, pese a tratarse de una revaloracion historica. Si comunica hallazgos (variaciones en indumentaria y musica respecto de lo tradicional, recargo en decoraciones y tamano), por lo que Resultados=1 y concretos=1 por categorias nombradas. Cierre=0: termina en recomendaciones a instituciones y municipio, no en una conclusion."
GT-119,A2,"Expone hallazgos sobre la tergiversacion del vestuario y la musica, pero no declara metodologia de ningun tipo: los resultados se introducen con 'de acuerdo a nuestra investigacion, podemos advertir'. No evaluable=1 y D4 vacio."
GT-119,gpt-oss-20b#r1,Metodología no descrita; resultados cualitativos sin cifras; conclusión recomendatoria.
GT-119,gpt-oss-20b#r2,"No se menciona metodología, por lo tanto D4 no evaluable. Objetivo implícito se considera válido según protocolo."
GT-119,gpt-oss-20b#r3,Resumen carece de descripción metodológica concreta y de resultados numéricos; objetivo y resultados están presentes; conclusión es una recomendación que responde al objetivo; se marca D4 no evaluable por falta de metodología.
GT-119,mistral-7b#r1,"No hay objetivo explícito, no hay metodología, no hay resultados, no hay conclusión, no hay orden lógico, no hay contextualización, no hay metodología detallada, no hay resultados concretos, no hay conclusión que responda al objetivo, no hay consistencia metodológica"
GT-119,mistral-7b#r2,D1_imryd_metodologia y D3_resultados_concretos están faltantes
GT-119,mistral-7b#r3,Faltan datos concretos sobre el método y los resultados
GT-119,qwen3-8b#r1,"El resumen no presenta una metodología detallada, resultados concretos ni conclusiones que respondan al objetivo. La coherencia es media debido a la falta de fluidez en la descripción de los elementos de la danza. La contextualización es cero ya que no explica por qué es importante la revaloración de la danza. La consistencia es baja debido a la falta de coherencia entre lo que se declara y lo que se presenta."
GT-119,qwen3-8b#r2,"El resumen no presenta una metodología detallada, no hay resultados concretos, no hay una conclusión que responda al objetivo. La coherencia es baja debido a la falta de organización y fluidez. La consistencia metodológica es baja debido a la falta de metodología detallada."
GT-119,qwen3-8b#r3,"El resumen no presenta una metodología detallada, resultados concretos ni conclusiones que respondan al objetivo. La coherencia es media debido a la falta de fluidez en la transición entre las ideas. La contextualización es cero ya que no explica por qué importa la danza wiphalitas. La consistencia es baja debido a que no hay una coherencia entre lo que se declara y lo que se presenta."
GT-120,A1,"Resumen de proyecto en futuro ('se llevara a cabo', 'seran analizados', 'los resultados esperados contribuiran'), sin resultados ni conclusiones, aunque la metodologia si esta (70 trabajadores como censo, observacion directa, analisis documental y cuestionarios). D4=2: el objetivo es evaluar el control de riesgos PARA REDUCIR enfermedades ocupacionales y evaluar la efectividad de las medidas implementadas, propositos de intervencion que un diseno no experimental correlacional no puede sostener."
GT-120,A2,"Proyecto redactado en futuro: la recoleccion 'se llevara a cabo' y los resultados son 'esperados'. Declara diseno no experimental con enfoque correlacional y a la vez anuncia evaluar la efectividad de las medidas preventivas implementadas, lo que exigiria comparacion antes y despues."
GT-120,gpt-oss-20b#r1,Resumen sin resultados concretos ni conclusión; falta contextualización del problema.
GT-120,gpt-oss-20b#r2,"Resumen sin resultados ni conclusión, y sin contextualización del problema; sin embargo, la secuencia objetivo–metodología es coherente y la metodología se describe con suficientes precisiones."
GT-120,gpt-oss-20b#r3,"Resumen no presenta resultados concretos ni conclusiones; únicamente describe objetivo, metodología y expectativas. Contexto del problema está presente mediante la referencia a la empresa y ubicación."
GT-120,mistral-7b#r1,No hay cierre interpretativo; termina con una afirmación suelta
GT-120,mistral-7b#r2,"Este resumen está en prosa corrida, no tiene encabezados explícitos, pero es un resumen narrativo y no estructurado."
GT-120,qwen3-8b#r1,"El resumen sigue la secuencia IMRyD correctamente. La coherencia es buena, aunque podría mejorar en la transición entre la metodología y los resultados. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante el control de riesgos disergonómicos. La metodología es detallada con población, muestra y técnicas de recolección de datos. Los resultados son concretos al mencionar el análisis de riesgos y su impacto en la salud. La conclusión responde al objetivo al proporcionar una comprensión integral de la relación entre riesgos disergonómicos y enfermedades ocupacionales. La consistencia metodológica es buena, aunque se podría mejorar al mencionar más claramente cómo se cuantificará el impacto de los riesgos."
GT-120,qwen3-8b#r2,"El resumen cumple con la estructura IMRyD y presenta una coherencia organizacional aceptable. La contextualización es nula ya que el resumen comienza directamente con el objetivo. La metodología es detallada con enfoque, diseño y técnicas de recolección de datos. Los resultados son concretos al mencionar el impacto de los riesgos disergonómicos. La conclusión responde al objetivo al proporcionar una comprensión integral de la relación entre los riesgos y las enfermedades ocupacionales. La consistencia metodológica es moderada debido a que no se menciona explícitamente la evaluación de la efectividad de las medidas preventivas."
GT-120,qwen3-8b#r3,"El resumen sigue la secuencia IMRyD correctamente. En la dimensión 2, se otorga 4 debido a que el flujo es generalmente coherente, aunque la frase ""Los riesgos disergonómicos, como el dolor de espalda y de manos, serán analizados en diversas actividades laborales"" podría mejorar su cohesión. En la dimensión 3, se otorga 1 a la contextualización porque el resumen no explica por qué es importante evaluar los riesgos disergonómicos. En la dimensión 4, se otorga 4 debido a que el resumen menciona la metodología y los resultados, pero no se reporta la prueba estadística para el análisis de los resultados."
GT-121,A1,"Metodo detallado=0 y concretos=0: no informa poblacion, muestra ni numero de items, llama 'confiables' a los instrumentos sin evidencia, y del chi cuadrado solo dice que 'no es significativo', sin estadistico ni valor p. D4=3: el merito es que acepta el resultado nulo y concluye en consecuencia, contra la hipotesis que venia defendiendo en todo el texto; la falla es que no muestra ni un dato que lo sostenga."
GT-121,A2,"La justificacion y el marco teorico ocupan la mitad del texto en oraciones muy largas. Reporta un resultado negativo bien asumido (no hay relacion) pero sin el valor de chi cuadrado, sin p y sin tamano de muestra, de ahi D3 Result. concretos=0."
GT-121,gpt-oss-20b#r1,"No se reportan valores numéricos de chi-cuadrado ni p-value, por lo que D3_resultados_concretos = 0. Coherencia evaluada como 4."
GT-121,gpt-oss-20b#r2,"El resumen incluye mucha contextualización teórica y antecedentes, pero mantiene la secuencia lógica. No se reportan cifras concretas en resultados, solo la ausencia de significancia."
GT-121,mistral-7b#r2,La práctica de valores morales de los docentes no influye directamente en las actitudes de los estudiantes según la prueba estadística chi cuadrado.
GT-121,mistral-7b#r3,El objetivo está implícito pero inequívoco. Ver caso 11.2
GT-121,qwen3-8b#r1,El resumen presenta los cuatro componentes canónicos en orden. La coherencia organizacional se califica en 3 debido a que la redacción presenta algunas repeticiones y saltos de tema. La contextualización es 0 porque el resumen comienza directamente con el objetivo sin explicar por qué es importante el tema. La consistencia metodológica se califica en 2 debido a que la conclusión contradice los resultados estadísticos presentados.
GT-121,qwen3-8b#r2,"El resumen sigue la secuencia IMRyD. La coherencia es 3 debido a que el texto presenta saltos de tema y repeticiones. La contextualización es 0 porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar la influencia de los valores morales de los docentes. La consistencia metodológica es 2 porque la conclusión afirma que no existe relación significativa, pero el análisis estadístico no se describe con suficiente detalle."
GT-121,qwen3-8b#r3,"El resumen presenta los cuatro componentes canónicos en orden y con claridad. La coherencia organizacional se califica en 3 debido a que hay saltos de tema y algunas repeticiones. La contextualización es 0 porque el resumen comienza directamente con el objetivo sin explicar por qué es importante el tema. La consistencia metodológica se califica en 2 porque la conclusión contradice los resultados, afirmando que no existe relación cuando la prueba estadística indica que no hay significancia."
GT-122,A1,"Metodologia microbiologica completa (hisopado, sedimentacion en placa, bioquimicas, Kirby-Bauer) y resultados con valores p por comparacion. D4=3: el titulo fecha el estudio en 2021 y el objetivo en 2022; ademas Staphylococcus epidermidis AUMENTA tras la desinfeccion (41,3% a 49,3%) y el resumen no lo comenta, pese a ser el hallazgo mas llamativo."
GT-122,A2,"Diseno microbiologico completo (hisopado, sedimentacion en placa, Kirby-Bauer) con resultados pre y post desinfeccion. El titulo fija 2021 y el objetivo 2022, y la conclusion llama a S. aureus 'la mas significativa' mezclando significancia estadistica con relevancia clinica."
GT-122,gpt-oss-20b#r1,"Resumen bien estructurado, con contextualización, metodología detallada, resultados concretos y conclusión que responde al objetivo. No se detectan contradicciones ni incoherencias. El flujo es lógico y coherente."
GT-122,gpt-oss-20b#r2,Ninguna observación.
GT-122,gpt-oss-20b#r3,Resumen muy detallado; se asignó coherencia 4 porque contiene algo de repetición; se evaluó la consistencia como perfecta (5).
GT-122,mistral-7b#r2,"La prueba de Chi cuadrado no se ha aplicado adecuadamente. En lugar de indicar la presencia o ausencia de una cepa bacteriana, se ha informado de los porcentajes de presencia en cada área. Se recomienda que en el futuro se informe de la presencia o ausencia de cada cepa, de manera que se pueda realizar la prueba de Chi cuadrado correctamente."
GT-122,mistral-7b#r3,"Menciona resultados de la variable principal y características demográficas sin transición, lo que sugiere un salto en la última frase. Muy bueno que sean citadas bacterias patógenas de interés en salud pública"
GT-122,qwen3-8b#r1,El resumen sigue la secuencia IMRyD correctamente. La coherencia es 3 debido a que hay algunas repeticiones y salto de tema entre la calidad bacteriológica de superficies y el aire. La contextualización es 0 porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar la calidad bacteriológica. La consistencia metodológica es 2 porque la conclusión menciona resistencia a antibióticos sin mencionar si los resultados respaldan esa afirmación.
GT-122,qwen3-8b#r2,El resumen cumple con la estructura IMRyD y presenta una coherencia organizacional aceptable. La contextualización es 0 porque el resumen comienza directamente con el objetivo sin situar el problema. La consistencia metodológica es 3 porque la conclusión menciona resistencia a antibióticos sin respaldar con datos suficientes.
GT-122,qwen3-8b#r3,"El resumen sigue la secuencia IMRyD correctamente. En la D2, la coherencia se califica en 4 debido a que el texto fluye bien, pero hay algunas repeticiones y salto de tema. En la D3, la contextualización es 0 porque el resumen comienza directamente con el objetivo sin explicar por qué es importante. En la D4, la consistencia se califica en 3 porque la conclusión menciona resistencia a antibióticos, pero no se refleja claramente en los resultados."
GT-123,A1,"Buen reporte (177 estudiantes, muestreo aleatorio estratificado, Rs = .442, p = .000). D4=2: diseno descriptivo correlacional y conclusion causal ('un entorno academico enriquecedor potencia la intencion emprendedora'). Se anota ademas una incongruencia etica: declara usar un nombre ficticio para proteger la confidencialidad de la institucion y el titulo la identifica con nombre propio. || REVISADO D4 2->3 (ancla del 3): la unica falla de ajuste es la conclusion causal ('un entorno academico enriquecedor potencia la intencion emprendedora') desde un descriptivo correlacional. La incongruencia del nombre ficticio frente al titulo queda como observacion etica, no como inconsistencia metodologica."
GT-123,A2,"Muestreo aleatorio estratificado, coeficiente y significancia reportados. De un Rho de 0,442 concluye que 'un entorno academico enriquecedor potencia la intencion emprendedora', afirmacion causal; ademas declara usar un nombre ficticio para proteger la confidencialidad de la institucion mientras el titulo y el propio resumen la identifican."
GT-123,gpt-oss-20b#r2,"El resumen no incluye una contextualización explícita del problema (p. ej. su relevancia socio‑económica), por lo que D3_contextualizacion se marca 0."
GT-123,gpt-oss-20b#r3,Incluye nota ética sin relevancia estructural; no afecta puntuaciones.
GT-123,mistral-7b#r2,Nombre ficticio de la institución
GT-123,mistral-7b#r3,Se refiere a una institución educativa con un nombre ficticio
GT-123,qwen3-8b#r1,"El resumen presenta una secuencia lógica y coherente, aunque la frase final sobre la relación directa y significativa entre el contexto académico y la intención emprendedora podría ser más específica. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar esta relación."
GT-123,qwen3-8b#r2,"El resumen sigue la secuencia IMRyD, aunque la contextualización es cero porque el resumen comienza directamente con el objetivo. Los resultados son concretos, se mencionan las características de la muestra y el análisis estadístico. La conclusión responde al objetivo y la coherencia es buena, aunque hay una pequeña discrepancia en la interpretación de los resultados."
GT-123,qwen3-8b#r3,"El resumen presenta una secuencia lógica de los componentes IMRyD. La coherencia es 4 debido a que la frase final 'evidenciando un interés significativo por emprender' introduce una interpretación que no está claramente vinculada a los resultados previos. La contextualización es 0 porque el resumen comienza directamente con el objetivo y no explica por qué el contexto académico es relevante para la intención emprendedora. La completitud de componentes es 1, ya que cada componente está presente y responde a su función. La consistencia metodológica es 3 porque la conclusión resalta un interés significativo, que no está directamente respaldado por los resultados estadísticos presentados."
GT-124,A1,"D2=2: el resumen esta organizado por capitulos ('el primer capitulo', 'en el segundo capitulo') en lugar de por contenido, e incluye material ajeno al estudio (coordenadas de Puno y la declaratoria de la Candelaria por la UNESCO), de modo que hay que releer para extraer lo sustantivo. D4=2: concluye que el sistema online 'mejora significativamente la competitividad' y 'trae beneficios significativos en la rentabilidad' sin una sola medicion de ventas, competitividad o rentabilidad."
GT-124,A2,Resumen que narra la tesis capitulo por capitulo e incluye una digresion sobre las coordenadas de Puno y la Festividad de la Candelaria. Afirma que el sistema online 'mejora significativamente la competitividad' y trae 'beneficios significativos en la rentabilidad' sin haber medido competitividad ni rentabilidad.
GT-124,gpt-oss-20b#r1,"Metodología descrita de forma general; se menciona población y muestra (24) y revisión/análisis de ventas online, cumpliendo la precisión mínima. Coherencia alta (4)."
GT-124,gpt-oss-20b#r2,"Resumen presenta objetivo, metodología (población de 24 hoteles, revisión y análisis de ventas online) y conclusiones que responden al objetivo, pero carece de datos numéricos concretos; se observa cierta falta de detalle metodológico y resultados cuantitativos."
GT-124,gpt-oss-20b#r3,"Resumen presenta objetivo, metodología (sample size 24) y conclusiones, pero carece de resultados concretos y detalle metodológico suficiente; la conclusión afirma ventaja sin evidencia numérica, lo que genera cierta discordancia metodológica."
GT-124,mistral-7b#r1,No cumple la estructura IMRyD
GT-124,mistral-7b#r2,Sin encabezados ni palabras clave
GT-124,mistral-7b#r3,Sistema online está implícito en el objetivo
GT-124,qwen3-8b#r1,El resumen sigue la estructura IMRyD con los componentes presentes en orden lógico. La coherencia organizacional se califica en 3 debido a que hay saltos de tema y repeticiones. La contextualización es 0 porque el resumen comienza directamente con el objetivo sin explicar por qué es importante. La consistencia metodológica se califica en 3 debido a que la conclusión menciona beneficios sin respaldarlos con datos específicos.
GT-124,qwen3-8b#r2,"El resumen presenta una secuencia lógica con los componentes IMRyD. Sin embargo, la coherencia organizacional es moderada debido a la falta de transiciones fluidas entre las secciones. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante. La metodología es detallada con la descripción de la población y el diseño de investigación. Los resultados son concretos, proporcionando información específica sobre el uso del sistema online. Las conclusiones responden al objetivo planteado. La consistencia metodológica es moderada, ya que se mencionan los atributos del sistema online como ventaja competitiva, pero no se contrasta con los resultados obtenidos."
GT-124,qwen3-8b#r3,"El resumen sigue la estructura IMRyD con los cuatro componentes presentes y en orden. La coherencia organizacional se califica en 3 debido a que el texto tiene algunos saltos y repeticiones, pero el flujo general es comprensible. La contextualización es 0 porque el resumen comienza directamente con el objetivo sin situar el problema. La completitud de componentes es 1 debido a que el resumen proporciona información específica sobre los resultados y las conclusiones responden al objetivo. La consistencia metodológica se califica en 3 debido a que hay una coherencia general entre lo que se dice y lo que se presenta, pero hay algunas inconsistencias menores."
GT-125,A1,"Resultado negativo bien documentado: 206 muestras por compresion en lamina y 40 por histopatologia, sin estructuras quisticas. D4=2: de la ausencia total de positivos concluye que 'no existe transmision vertical', afirmacion categorica desde un solo centro y sin discutir la sensibilidad de la tecnica; y afirma que 'tampoco existe relacion con la edad de las madres', relacion que es imposible de contrastar cuando no hay ningun caso positivo."
GT-125,A2,"Estratificacion cuidadosa por edad de la cria y de la madre sobre 206 muestras, con hallazgo negativo. La conclusion de que 'no existe transmision vertical' excede lo que un resultado negativo autoriza, sobre todo sin estimar la sensibilidad de la tecnica de compresion en lamina."
GT-125,gpt-oss-20b#r2,"La conclusión sigue a los resultados, pero la transición de la metodología a resultados es abrupta; el flujo general es coherente y no hay contradicciones."
GT-125,gpt-oss-20b#r3,Background precedes objective but overall logical flow is coherent.
GT-125,mistral-7b#r2,No se reporta estadístico o valor exacto de la prevalencia de sarcocistiosis
GT-125,qwen3-8b#r1,"El resumen sigue la secuencia IMRyD correctamente. La coherencia es buena, aunque hay una pequeña aspereza en la transición entre la metodología y los resultados. La contextualización es cero porque el resumen comienza directamente con el objetivo. La metodología es detallada con el diseño, la técnica utilizada y la evaluación por histopatología. Los resultados son concretos al mencionar que no se encontraron estructuras quísticas y que no existe relación con la edad de las madres. La conclusión responde al objetivo al indicar que no existe transmisión vertical del parásito."
